,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2015),26271868,Date: Koi to Wa Donna Mono Kashira             ,约会～恋爱究竟是什么呢～ デート 〜恋とはどんなものかしら〜,剧情,喜剧,8.6,39324,46.6%,39.3%,12.2%,1.5%,0.5%,日本,1316913,1337094,1260550,1275145,1220791,1276116,1336214,1039270,1048583,1016968,1348345,"https://ia.media-imdb.com/images/M/MV5BYzhkYTY2OTktMmUzZi00ZThiLTg2ZDEtZmE2ODFlNzU3MjA3XkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_UY268_CR45,0,182,268_AL_.jpg"
