,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,poster
0,(2017),27031389,The End of the F***ing World             ,去他*的世界 第一季 The End of the F***ing World Season 1,剧情,喜剧,悬疑,犯罪,9.0,70617,61.2%,29.8%,7.4%,1.1%,0.5%,英国,1383667,1383668,1216038,1343731,1196761,1230130,1319071,1180978,1315326,1383670,1313128,1344660,1390594,1390596,1351671,1390595,1327893,1311031,1373979,1321777,1390597,1325972,1390602,1390607,1113487,1190681,1368837,1390618,1390619,1390616,1390617,1390614,1376204,1121542,"https://ia.media-imdb.com/images/M/MV5BMzhhMTczMDQtNWE0Yy00OTJiLTlmYjgtNWU1MmVkYTVlYWVhXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX182_CR0,0,182,268_AL_.jpg"
