,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),26337866,Lu bian ye can (2015) ,路边野餐,剧情,7.7,70180,25.3%,45.2%,22.4%,4.9%,2.2%,中国大陆,1324480,1356496,1356497,1350659,1341771,1359996,1359997,1359998,1359999,1360000,1360001,1360002,1360003,1360004,1360005,1360006,"https://ia.media-imdb.com/images/M/MV5BMTNlMWZjZjctOGQ5Zi00ZDVmLWJkYzQtNDhiNzA2NzliNzdhXkEyXkFqcGdeQXVyNTcwMjM1NzU@._V1_UY268_CR2,0,182,268_AL_.jpg"
