,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,poster
0,(2017),26898192,USS Callister             ,黑镜 第四季 Black Mirror Season 4,剧情,科幻,惊悚,8.2,63213,32.3%,47.1%,18.4%,1.8%,0.5%,美国,1307741,1031222,1286634,1018208,1027213,1005497,1129549,1236978,1040576,1239332,1376516,1338864,1040580,1327036,1380982,1327218,1072670,1383398,1040815,1367203,1362218,1317564,1326052,1360672,1351716,1313354,1041733,1327055,1356810,1313018,1317772,1049498,1370756,1368832,1376659,1345796,1098575,1370123,1377399,1318469,1386470,1386478,1386471,1386466,1386472,1386474,1386473,"https://ia.media-imdb.com/images/M/MV5BMjE0Mjg0NDEzMl5BMl5BanBnXkFtZTgwNDMwMDIzNDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
