,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2015),25823132,Amsal (2015) ,暗杀 암살,剧情,动作,历史,犯罪,8.0,115061,25.6%,50.3%,21.8%,1.9%,0.5%,韩国,1307614,1035649,1109907,1032680,1203077,1322203,1039491,1350259,1325012,1320142,1336400,1015294,1005435,1351783,"https://ia.media-imdb.com/images/M/MV5BODE4MjQ0MjMzNl5BMl5BanBnXkFtZTgwNTE2ODUyNjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
