,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),26340419,Paddington 2 (2017) ,帕丁顿熊2 Paddington 2,喜剧,动画,家庭,8.2,98221,31.4%,48.4%,18.6%,1.4%,0.2%,英国,法国,美国,1313689,1025149,1003493,1041224,1044915,1331042,1345176,1031902,1000078,1019049,1013856,1002770,1019064,1041267,1115015,1049775,1274320,"https://ia.media-imdb.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
