,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),10763164,Sao du (2013) ,扫毒 掃毒,剧情,动作,悬疑,犯罪,7.2,121953,16.1%,40.3%,35.0%,6.8%,1.7%,中国大陆,香港,1274293,1007251,1037273,1027577,1010504,1038772,1275607,1289293,1032633,1275524,1335928,1327671,1202926,1054340,1275475,1328946,"https://ia.media-imdb.com/images/M/MV5BNTczNzAwNzE1Nl5BMl5BanBnXkFtZTgwNjc4NzE4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
