,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2018),26384741,Annihilation (2018) ,湮灭 Annihilation,剧情,科幻,惊悚,7.3,94089,13.8%,44.1%,35.4%,5.6%,1.2%,美国,英国,1284570,1054454,1004588,1328190,1027395,1012481,1347723,1201851,1036815,1301179,1389279,1389280,1389281,1389282,"https://ia.media-imdb.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
