,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),25750923,The Six Thatchers             ,神探夏洛克 第四季 Sherlock Season 4,剧情,悬疑,犯罪,8.2,83297,39.4%,37.5%,19.1%,3.2%,0.9%,英国,1276304,1287184,1280121,1009405,1049612,1274365,1009379,1160302,1315427,1027973,1317528,1107884,1040635,1359973,1328489,"https://ia.media-imdb.com/images/M/MV5BMjE4OTZlNTUtY2I1ZS00Mzc1LTg5N2ItOGQxNGE4NDE2OGEwXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR147,0,182,268_AL_.jpg"
