,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),11524967,Finding Dory (2016) ,海底总动员2：多莉去哪儿 Finding Dory,喜剧,动画,家庭,冒险,7.4,56852,16.5%,41.1%,36.6%,4.9%,0.9%,美国,1036450,1290663,1004635,1010594,1000065,1022634,1358925,1025048,1053568,1036438,1358926,1049501,1027173,1294383,1319532,1017902,1053569,"https://ia.media-imdb.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
