,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),11584016,Singwa hamgge (2017) ,与神同行 신과함께-죄와 벌,剧情,奇幻,7.7,67332,24.8%,42.0%,27.2%,4.7%,1.2%,韩国,1306647,1032680,1185404,1041047,1276094,1316185,1382568,1109907,1203077,1029525,1336965,1320452,1359476,1107868,1015294,1343668,1322205,"https://ia.media-imdb.com/images/M/MV5BN2FjN2Q0ZWQtN2NiOC00MTZjLTg3ZDEtMmVkNzM0ODBkYmU1XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
