,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2016),26741568,Boku no yabai tsuma             ,我的恐怖妻子 僕のヤバイ妻,剧情,9.0,95277,58.8%,32.9%,7.3%,0.7%,0.2%,日本,1319732,1337146,1023316,1000705,1019963,1329302,1321815,1323325,1275907,1001269,1179886,"https://ia.media-imdb.com/images/M/MV5BMjVlMzUzMjktY2Q1Yy00Y2RlLWJlYjctMWZmYjAyMDViN2E4XkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_UY268_CR104,0,182,268_AL_.jpg"
