,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,poster
0,(2017),26363254,Wolf Warrior 2 (2017) ,战狼2,动作,7.2,509826,21.0%,36.1%,30.3%,7.7%,4.9%,中国大陆,1000525,1000525,1100321,1274840,1031500,1018743,1275864,1040352,1050430,1274307,1315058,1173629,1177383,1309600,1232563,1009107,1314632,1319163,1323756,1350186,1342727,1331309,1384216,1384211,1384210,1350378,1384219,1384227,1008247,1384224,1283950,1384223,1384222,1384221,1361307,1384220,1384209,"https://ia.media-imdb.com/images/M/MV5BMTY0NjU4NjE4Nl5BMl5BanBnXkFtZTgwNjk0ODY5MjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
