,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2017),26647117,Bao lie wu sheng (2017) ,暴裂无声,剧情,悬疑,犯罪,8.3,75588,33.8%,50.6%,13.9%,1.4%,0.3%,中国大陆,1341214,1316200,1274290,1274820,1312976,1350899,1316825,"https://ia.media-imdb.com/images/M/MV5BNGE3MDVmZGEtNTk0Ny00NGFmLWExNjAtYmI2OTFmMjQ4OGQ2XkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
