,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2017),26333560,John Wick: Chapter 2 (2017) ,疾速特攻 John Wick: Chapter Two,动作,惊悚,犯罪,7.3,41342,17.2%,40.1%,34.8%,6.6%,1.4%,美国,香港,意大利,加拿大,1154486,1008070,1040841,1027143,1344655,1031947,1036878,1013902,1022596,1368517,1010561,1044868,1147707,1105073,1368518,1036400,1010635,1080816,1049549,1258872,1351691,1173629,1347712,1303790,"https://ia.media-imdb.com/images/M/MV5BMjE2NDkxNTY2M15BMl5BanBnXkFtZTgwMDc2NzE0MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
