,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2017),26787574,Wonder (2017) ,奇迹男孩 Wonder,剧情,家庭,儿童,8.7,155185,46.1%,42.5%,10.7%,0.6%,0.1%,美国,香港,1070754,1332866,1054532,1335870,1006964,1356120,1349857,1335915,1370143,1036380,1368154,1384399,1384409,1384420,1384419,1384421,1384424,1384425,1338863,1332604,1384388,1198437,1330970,1201621,1384422,1295266,1038632,1054646,1384423,"https://ia.media-imdb.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
