,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2013),20278812,Vicious             ,极品基老伴 第一季 Vicious Season 1,喜剧,同性,8.9,42349,58.7%,30.9%,9.3%,0.9%,0.2%,英国,1328858,1054410,1027866,1022694,1261876,1328489,1329996,"https://ia.media-imdb.com/images/M/MV5BMTYxNTE2NTU3Ml5BMl5BanBnXkFtZTgwMzUzMzcxMjE@._V1._CR13,27,560,797_UY268_CR3,0,182,268_AL_.jpg"
