,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2013),20388198,Firestorm (2013) ,风暴 風暴,动作,犯罪,6.4,82032,5.5%,26.0%,53.4%,12.6%,2.5%,香港,中国大陆,1312751,1054424,1029395,1050329,1032540,1037706,1317884,1274442,1275266,1043564,1041979,1045571,1316889,1162139,1274238,1326651,1001604,1336685,1005843,1324055,1336686,1315071,1038772,1275651,"https://ia.media-imdb.com/images/M/MV5BMTQ2Mjg1Mzg0OF5BMl5BanBnXkFtZTgwMTIyNjU4MDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
