,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2014),20438962,Birdman or (The Unexpected Virtue of Ignorance) (2014) ,鸟人 Birdman or (The Unexpected Virtue of Ignorance),剧情,喜剧,7.9,152909,27.9%,44.2%,23.7%,3.3%,1.0%,美国,加拿大,1054403,1049486,1035676,1040506,1027137,1040815,1016675,1144124,1327603,1324202,1040635,"https://ia.media-imdb.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
