,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2017),26756049,"I, Tonya (2017) ","我，花样女王 I, Tonya",剧情,喜剧,传记,运动,8.0,29836,22.2%,58.2%,18.3%,1.0%,0.3%,美国,1284873,1272303,1021985,1041139,1341943,1340538,1044985,1328449,1010615,1282896,1268250,1355629,1385856,1357561,1365392,1257660,1045790,1124700,1369046,"https://ia.media-imdb.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
