,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2014),25740192,Pride (2014) ,骄傲 Pride,剧情,喜剧,同性,历史,8.3,17848,34.1%,48.4%,15.8%,1.3%,0.5%,英国,1042313,1335298,1032148,1049604,1013856,1041002,1320082,1027173,1274365,1098954,1333357,1315211,1345824,1319598,1326136,1333966,1040712,"https://ia.media-imdb.com/images/M/MV5BMTU2OTcyOTE3MF5BMl5BanBnXkFtZTgwNTg5Mjc1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
