,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2015),25858759,Somewhere Only We Know (2015) ,有一个地方只有我们知道,爱情,4.9,117817,5.3%,10.2%,30.9%,30.1%,23.5%,中国大陆,1000571,1337000,1313574,1000571,1346399,1047358,1325810,1275262,1275466,1332076,1316096,"https://ia.media-imdb.com/images/M/MV5BMjEyNTI3MDI2N15BMl5BanBnXkFtZTgwNDEyMzYzNDE@._V1_UY268_CR0,0,182,268_AL_.jpg"
