,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),23788440,Sha po lang 2 (2015) ,杀破狼2 殺破狼2,剧情,动作,犯罪,7.3,103368,14.3%,44.8%,35.1%,4.8%,1.0%,香港,中国大陆,1274240,1000525,1004643,1318005,1031194,1032633,1275254,1321559,1335563,1314143,1317884,1350209,1315250,1027577,1321058,"https://ia.media-imdb.com/images/M/MV5BMTkzNzk2MDI0MF5BMl5BanBnXkFtZTgwNTE1MTM1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
