,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),26140405,Inishiêshon rabu (2015) ,爱的成人式 イニシエーション・ラブ,剧情,爱情,悬疑,7.6,26560,16.4%,49.4%,30.7%,3.0%,0.6%,日本,1041908,1050791,1275297,1315257,1315155,1329962,1318963,1323337,1318424,1341352,1349782,1353175,1353174,1033807,1018696,1038585,"https://ia.media-imdb.com/images/M/MV5BYWUzOWNlNzAtZGY3Ni00OTM5LWJmOTUtMTQ3ZmI4ZDAyMGFkXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR2,0,182,268_AL_.jpg"
