,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2015),26277313,Xi you ji zhi da sheng gui lai (2015) ,西游记之大圣归来,喜剧,动作,动画,奇幻,8.2,389466,38.1%,39.8%,18.5%,2.6%,1.1%,中国大陆,1345498,1340809,1346334,1341235,1318216,1346333,1346332,1328394,1338918,1381370,"https://ia.media-imdb.com/images/M/MV5BMTQ3Njk1MzAxOF5BMl5BanBnXkFtZTgwNzg2MTI4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
