,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),20644938,Silicon Valley             ,硅谷 第一季 Silicon Valley Season 1,喜剧,9.1,28276,62.1%,31.3%,5.7%,0.6%,0.2%,美国,1027847,1278406,1331443,1279348,1339676,1248294,1339617,1022628,1334517,1339885,1016614,1245821,1014057,1340211,1017951,1050680,1074029,"https://ia.media-imdb.com/images/M/MV5BMTAxNTEyODE5MTNeQTJeQWpwZ15BbWU4MDE3MjM3ODQz._V1_UX182_CR0,0,182,268_AL_.jpg"
