,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2013),10833924,Tian tai ai qing (2013) ,天台爱情,喜剧,动作,爱情,歌舞,6.8,110892,16.6%,27.7%,38.6%,12.5%,4.5%,中国大陆,香港,台湾,1048000,1048000,1054562,1002862,1318192,1329518,1017207,1314075,1033223,1315727,1326912,1304159,1013705,1326440,1106979,1326431,1331014,1321305,"https://ia.media-imdb.com/images/M/MV5BOTA2MjM5MjI5N15BMl5BanBnXkFtZTcwNjIyMDk4OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
