,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2016),25827963,Xi you ji zhi: Sun Wukong san da Baigu Jing (2016) ,西游记之孙悟空三打白骨精,喜剧,动作,奇幻,5.6,101182,5.5%,16.7%,42.0%,25.1%,10.7%,中国大陆,香港,1274240,1041390,1035641,1275721,1274081,1313369,1211449,1050335,1339505,1329906,1316720,1345571,1354638,1319280,1354639,1343228,1328290,"https://ia.media-imdb.com/images/M/MV5BYzg0ZDY0MmEtMGM2Yi00OGFkLTgyMjQtYTc1MDkwNjU1MDc3XkEyXkFqcGdeQXVyMzA1ODAzMjM@._V1_UY268_CR4,0,182,268_AL_.jpg"
