,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2018),26575103,Zhuo yao ji 2 (2018) ,捉妖记2,喜剧,奇幻,5.1,128891,2.7%,9.4%,39.9%,34.7%,13.3%,中国大陆,香港,1287124,1115918,1275542,1274628,1274227,1051157,1324043,1127819,1002862,1037715,1312846,1326741,1357678,1356855,1356456,1360384,1371736,1357225,1360615,1364488,1371733,1274652,1313784,1316159,"https://ia.media-imdb.com/images/M/MV5BZjc2ZTU2MTMtY2NmMS00MTJhLThlNzQtNjMyYTUyODk1MzEyXkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
