,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2015),25864085,The Martian (2015) ,火星救援 The Martian,剧情,科幻,冒险,8.4,317708,35.4%,49.2%,14.3%,0.9%,0.2%,美国,英国,1054416,1054443,1000225,1022588,1006974,1131634,1031801,1002683,1021985,1314061,1010581,1041449,1274346,1313798,1301179,1326533,1325313,1327473,1185866,"https://ia.media-imdb.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
