,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2017),26748673,Chai dan zhuan jia (2017) ,拆弹专家,动作,悬疑,犯罪,6.4,66441,6.2%,25.9%,52.1%,13.3%,2.5%,中国大陆,香港,1274313,1054424,1274290,1042341,1274764,1317884,1317348,1050735,1166760,1274268,1371353,1335563,1316230,1274575,1274577,1313041,1032633,1286723,"https://ia.media-imdb.com/images/M/MV5BZDJmMmNjZWQtMWJiYS00OTE4LThiZjItNGEyZTlmMjRlNzMzXkEyXkFqcGdeQXVyNDA4OTExNDU@._V1_UY268_CR4,0,182,268_AL_.jpg"
