,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2018),26861685,Hong hai xing dong (2018) ,红海行动,剧情,动作,犯罪,8.5,355747,43.7%,40.2%,13.4%,1.9%,0.8%,中国大陆,香港,1275075,1274761,1354442,1272245,1322949,1313597,1340310,1313047,1326477,1377802,1377803,1274319,1350317,"https://ia.media-imdb.com/images/M/MV5BOTViMmI4ZTEtMzY0Zi00NjMwLWJhMzAtMmU2OTE4N2M4MzI4XkEyXkFqcGdeQXVyNjc2NjA2NTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
