,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),21345845,Wild (2014) ,涉足荒野 Wild,剧情,传记,7.6,16399,18.8%,45.9%,31.6%,3.3%,0.5%,美国,1274537,1031217,1013811,1006983,1221276,1143727,1009362,1049772,1147707,1236219,1086542,1082041,"https://ia.media-imdb.com/images/M/MV5BMGMzZmYzYmUtNTJiYi00MjZjLTkyZmMtZGJhYWRlMDBkMDIyXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_UX182_CR0,0,182,268_AL_.jpg"
