,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),26826398,Sha po lang: taam long (2017) ,杀破狼·贪狼 殺破狼‧貪狼,剧情,动作,7.2,93474,12.2%,42.6%,38.5%,5.6%,1.1%,香港,中国大陆,1274472,1027577,1314321,1004643,1050329,1379355,1037606,1032633,1339078,1378950,1328946,1383635,1309877,"https://ia.media-imdb.com/images/M/MV5BMTEzYzczMTctNTJhMy00YTdiLWJkZTAtNGM0YzYyMjMyY2VmXkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
