,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2013),24735062,Qing Chun Pai (2013) ,青春派,剧情,爱情,7.4,68805,18.0%,43.3%,31.8%,5.4%,1.5%,中国大陆,1274348,1330472,1274437,1276041,1313991,1330524,1330523,1330522,1330520,1330519,1330518,1313889,1093843,1380281,"https://ia.media-imdb.com/images/M/MV5BNTE4ZDdiY2QtYjQ5NS00YjVkLTg3YmUtMjczZmFiM2E5MjA4XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR5,0,182,268_AL_.jpg"
