,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2016),25793398,Moana (2016) ,海洋奇缘 Moana,动画,歌舞,奇幻,冒险,7.5,76459,18.2%,44.5%,34.1%,2.9%,0.3%,美国,1045252,1041456,1310636,1300949,1364824,1044707,1364823,1013898,1013808,1009361,1031855,1288520,1234525,1384511,1384512,"https://ia.media-imdb.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
