,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),25879091,The Long Honeymoon             ,摩登家庭 第六季 Modern Family Season 6,喜剧,9.5,23317,76.2%,20.5%,3.0%,0.1%,0.1%,美国,1119820,1000065,1055987,1031819,1025048,1027262,1049652,1022735,1312983,1036376,1004620,1319145,"https://ia.media-imdb.com/images/M/MV5BMTkyNjU2OTQ0OF5BMl5BanBnXkFtZTgwMzY4MDY3MjE@._V1_UY268_CR110,0,182,268_AL_.jpg"
