,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2016),25899379,I Am a Hero (2015) ,请叫我英雄 アイアムアヒーロー,动作,恐怖,7.0,33277,10.7%,38.4%,42.3%,7.1%,1.5%,日本,1296732,1184188,1275528,1018667,1042271,1313264,1033566,1029376,1364426,"https://ia.media-imdb.com/images/M/MV5BZmZlNzFhODAtMWI5Yi00OTkwLWIxYjMtN2U3ZTE4ZTEyNDdlXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR3,0,182,268_AL_.jpg"
