,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,country6,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),10792650,Nymphomaniac: Vol. II (2013) ,女性瘾者：第二部 Nymphomaniac: Volume II,剧情,情色,7.7,32390,23.6%,44.0%,27.5%,4.0%,0.9%,丹麦,德国,比利时,英国,法国,瑞典,1056007,1054522,1017918,1334729,1022000,1053616,1010539,1022597,1333367,1027867,"https://ia.media-imdb.com/images/M/MV5BODU2OTljNGYtNjIwMC00ZWIwLWE1NTEtNTk1ZDM5YWI5NzU2XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
