,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2015),26270517,Eipuriru fûruzu (2015) ,愚人节 エイプリルフールズ,喜剧,7.8,25987,23.0%,48.2%,25.8%,2.5%,0.5%,日本,1337094,1023151,1265728,1316714,1088303,1033585,1020068,1325631,1131413,1213396,1343657,1041631,1324483,1052665,1275375,1055049,1323403,1037957,1275356,1298847,1339439,1274453,1029321,1344834,1321584,1314832,1323337,1042245,"https://ia.media-imdb.com/images/M/MV5BYjRlYTA1MmUtODEzZS00YTk4LWI0OTktNThiMmRiODIyM2MwXkEyXkFqcGdeQXVyNDk5NzUyOTY@._V1_UY268_CR24,0,182,268_AL_.jpg"
