,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2017),26389601,Wind River (2017) ,猎凶风河谷 Wind River,剧情,悬疑,犯罪,7.7,25659,15.5%,57.3%,25.3%,1.7%,0.2%,英国,加拿大,美国,1340379,1013770,1129847,1249067,1004595,1379639,1379640,1056126,1010753,1221391,1009321,1379641,1379642,1345862,1379643,"https://ia.media-imdb.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
