,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2014),25798222,Qin ai de (2014) ,亲爱的,剧情,家庭,8.3,268515,35.8%,47.3%,15.5%,1.1%,0.3%,中国大陆,香港,1274300,1163713,1274242,1009179,1042568,1274761,1274494,1274258,1342809,1342810,1274564,1313809,1019896,"https://ia.media-imdb.com/images/M/MV5BMTc0NzY4NDUyNF5BMl5BanBnXkFtZTgwMjY0OTE4MjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
