,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),10590706,Valar Dohaeris             ,权力的游戏 第三季 Game of Thrones Season 3,剧情,奇幻,冒险,9.5,118775,76.2%,20.6%,3.0%,0.2%,0.1%,美国,英国,1292153,1303728,1321467,1045747,1321831,1293340,1314818,1314668,1314927,1314652,1036559,1019009,1076051,1319271,1314989,1318962,1016669,1009420,1040612,1009352,1004607,"https://ia.media-imdb.com/images/M/MV5BODcyNjk5OTAwNV5BMl5BanBnXkFtZTcwNDYyMTEwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
