,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,actor52,actor53,actor54,actor55,actor56,actor57,actor58,actor59,actor60,actor61,actor62,actor63,actor64,actor65,actor66,actor67,actor68,actor69,poster
0,(2016),25862357,The Red Woman             ,权力的游戏 第六季 Game of Thrones Season 6,剧情,战争,奇幻,冒险,9.4,102805,76.4%,19.3%,3.5%,0.4%,0.3%,美国,英国,1294637,1278334,1292832,1356116,1350650,1314818,1314668,1314652,1036559,1019009,1318962,1338884,1049903,1053571,1076051,1018077,1004607,1044961,1002675,1027143,1032805,1013976,1323647,1261876,1054793,1333764,1072471,1314665,1328167,1291550,1009362,1223494,1328125,1341989,1319269,1019055,1075239,1281902,1327409,1012548,1085544,1009367,1002790,1264859,1096920,1330897,1319072,1315874,1338565,1122893,1333357,1123265,1009352,1326517,1009410,1266608,1341721,1040597,1316170,1160484,1040612,1049588,1153460,1313696,1319071,1183951,1018504,1314989,1347773,1348092,1328885,1315119,1099200,1238569,"https://ia.media-imdb.com/images/M/MV5BMjExOTYxMDM0N15BMl5BanBnXkFtZTgwNjY5Njk5NzE@._V1_UY268_CR110,0,182,268_AL_.jpg"
