,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2016),24751763,Luo man di ke xiao wang shi (2016) ,罗曼蒂克消亡史,剧情,动作,悬疑,7.7,213427,21.2%,47.6%,25.6%,4.3%,1.3%,中国大陆,香港,1320881,1000905,1041014,1036630,1016663,1005138,1274306,1274699,1010504,1274496,1275667,1000145,1322949,1313837,1274318,1274973,1313870,1369937,1369938,1369939,1369940,1325191,1366405,1316588,1369942,1324348,1317289,1334595,1371667,"https://ia.media-imdb.com/images/M/MV5BYzk4NTJkZTYtMmRmMi00MmUzLTg5MzUtZTJiMzc2MTVjMTQzXkEyXkFqcGdeQXVyNzA0MjM5MjU@._V1_UY268_CR7,0,182,268_AL_.jpg"
