,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2014),24843198,Tong zhuo de ni (2014) ,同桌的妳,剧情,爱情,5.8,164912,6.0%,18.6%,44.5%,22.5%,8.4%,中国大陆,1276086,1274224,1314535,1319315,1315185,1331536,1318702,1337325,1337326,1274254,1340455,1315058,1330983,1316046,1340171,1317950,1374627,1374628,1374626,1341589,1374629,1374625,1318749,1335622,"https://ia.media-imdb.com/images/M/MV5BMTYwMzUyNjY4NV5BMl5BanBnXkFtZTgwNjI0OTE3MjE@._V1_UY268_CR5,0,182,268_AL_.jpg"
