,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2014),25717233,Xin hua lu fang (2014) ,心花路放,喜剧,爱情,7.0,264066,12.3%,37.3%,40.3%,8.2%,1.9%,中国大陆,1274265,1274242,1274297,1010504,1274224,1341176,1310743,1325700,1316159,1275459,1326238,1322085,1312818,1274274,1274252,1314041,1041082,1315726,1312940,1341533,1343081,"https://ia.media-imdb.com/images/M/MV5BMjM3NDQ4OTMzMV5BMl5BanBnXkFtZTgwNTA5ODI5MjE@._V1_UY268_CR0,0,182,268_AL_.jpg"
