,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2016),26322792,Beijing yu shang: Xiyatu 2 (2016) ,北京遇上西雅图之不二情书,喜剧,爱情,6.5,159741,10.4%,26.8%,42.6%,15.9%,4.3%,中国大陆,香港,1275139,1025141,1275317,1016847,1048476,1338004,1318260,1010208,1014781,1313650,1313460,1339997,1275554,1276893,1028522,1313581,1326228,"https://ia.media-imdb.com/images/M/MV5BZTk1NGY0M2QtYzg4NC00ZjQ2LTk1NTEtM2Q2MGQ5YTNmYWJlXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
