,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2016),26235349,San ren xing (2016) ,三人行,剧情,动作,犯罪,5.9,73015,8.7%,16.3%,43.2%,23.3%,8.4%,中国大陆,香港,1160186,1163713,1027577,1274318,1038772,1274279,1005843,1010833,1314773,1051740,1313657,1337843,1275712,1330794,1315174,1320854,1321676,1350959,1362090,1351652,1041979,"https://ia.media-imdb.com/images/M/MV5BZDI3ZmJhMDgtNTRhMi00MDBkLWE5ZDUtYmQzOTYxMzA1Nzk1XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
