,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2016),25786060,X-Men: Apocalypse (2016) ,X战警：天启 X-Men: Apocalypse,动作,科幻,奇幻,冒险,7.7,208626,23.1%,45.4%,27.7%,3.2%,0.6%,美国,1049586,1006958,1000010,1022616,1036341,1012481,1022562,1004627,1010508,1234202,1318962,1328390,1022645,1248592,1344763,1346503,1349157,1009303,"https://ia.media-imdb.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
