,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),27059130,The Great Buddha + (2017) ,大佛普拉斯,剧情,喜剧,8.6,58041,43.8%,45.7%,9.4%,0.8%,0.3%,台湾,1331648,1358964,1325029,1023718,1314075,1339540,1316064,1359267,1316086,1280584,1389309,1348866,1339114,1378408,1322561,1326351,1388849,"https://ia.media-imdb.com/images/M/MV5BMTYwMjIzZTItOTAxYy00NmRmLTlhMjgtZTE4NTAwMzdlNTA5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
