,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2014),11810348,Penguins of Madagascar (2014) ,马达加斯加的企鹅 Penguins of Madagascar,喜剧,动画,冒险,7.4,77262,16.6%,42.9%,36.0%,3.9%,0.6%,美国,1315498,1314184,1291597,1313416,1328456,1009405,1275017,1328987,1049549,1041013,1054397,"https://ia.media-imdb.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_UX182_CR0,0,182,268_AL_.jpg"
