,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),3041294,Resident Evil: Afterlife (2010) ,生化危机4：战神再生 Resident Evil: Afterlife,动作,科幻,恐怖,6.3,106119,7.3%,23.3%,51.1%,15.3%,3.0%,德国,法国,美国,加拿大,1031921,1025154,1018978,1041028,1031810,1031959,1144860,1013818,1049578,1064206,"https://ia.media-imdb.com/images/M/MV5BNTMzMWJmODctZjE3NS00NTE0LWI1ZDQtMjRlY2VlNWFmYjg5XkEyXkFqcGdeQXVyNjc2ODQ5MTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
