,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),3212221,The Secret of Kells (2009) ,凯尔经的秘密 The Secret of Kells,动画,奇幻,冒险,8.4,42438,39.4%,43.9%,15.2%,1.3%,0.2%,爱尔兰,法国,比利时,1303681,1378464,1317635,1338501,1000078,1378948,1338498,1378949,1114999,1311660,1378464,1027473,"https://ia.media-imdb.com/images/M/MV5BMjEzMjEzNTIzOF5BMl5BanBnXkFtZTcwMTg2MjAyMw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
