,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),3075287,Source Code (2011) ,源代码 Source Code,科幻,悬疑,惊悚,8.3,423443,34.2%,49.7%,15.0%,0.9%,0.1%,美国,加拿大,1018030,1048002,1053584,1000015,1036484,1027488,1214609,1027632,1078237,1323602,"https://ia.media-imdb.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
