,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),3217122,Yi ye Taibei (2010) ,一页台北 一頁台北,喜剧,爱情,6.6,71717,8.1%,28.9%,50.5%,10.8%,1.6%,台湾,美国,1274814,1314533,1014743,1051157,1275416,1276076,"https://ia.media-imdb.com/images/M/MV5BZTdkZTNmYzctOTlkNy00MWNlLTg0MTMtODk5MDgzY2Y1NzU5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
