,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),3179706,Looper (2012) ,环形使者 Looper,动作,科幻,惊悚,6.8,128716,7.1%,36.6%,48.4%,7.0%,0.9%,美国,中国大陆,1036605,1101703,1010509,1041022,1027774,1323890,1006974,1005268,"https://ia.media-imdb.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
