,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),3217169,Warrior (2011) ,勇士 Warrior,剧情,家庭,运动,8.9,90067,54.7%,35.1%,9.2%,0.8%,0.2%,美国,1293387,1049489,1010631,1006989,1000022,1100321,1049634,"https://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
