,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),3074503,The Karate Kid (2010) ,功夫梦 The Karate Kid,剧情,动作,家庭,运动,6.3,63890,5.2%,24.1%,53.8%,14.0%,2.9%,美国,中国大陆,1009280,1010532,1054531,1049487,1329800,1274556,1314844,1275275,"https://ia.media-imdb.com/images/M/MV5BMTQ0ODg3ODEyMF5BMl5BanBnXkFtZTcwNjI1MTgxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
