,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),3130180,Hua chi le na nv hai (2008) ,花吃了那女孩,爱情,同性,6.1,45490,5.5%,20.6%,50.0%,19.1%,4.8%,台湾,1317192,1385410,1385409,1226703,1324573,1275750,1385411,1274355,1204410,1312849,1319223,1234272,1264393,"https://ia.media-imdb.com/images/M/MV5BYjUyMmRkM2QtZDJiMC00NjZhLWIzNzMtM2QxNTI1YzEwYmQxXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
