,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2007),3194312,Qing fei de yi zhi sheng cun zhi dao (2007) ,情非得已之生存之道,喜剧,7.9,17065,23.7%,52.2%,21.6%,2.0%,0.4%,台湾,1274411,1274411,1257882,1275593,"https://ia.media-imdb.com/images/M/MV5BMjRkYjBjYzItYzIzOS00ZTAxLWFhM2MtNmVhOGM5ODBjOTYzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
