,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),3071604,The Danish Girl (2015) ,丹麦女孩 The Danish Girl,剧情,爱情,传记,8.1,103939,28.7%,49.1%,20.3%,1.6%,0.2%,英国,美国,比利时,丹麦,德国,1274998,1010503,1233154,1025149,1019130,1044702,1148622,1161333,1336328,1077674,1352049,1317774,"https://ia.media-imdb.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
