,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),3190880,The Bad Fish Paradigm             ,生活大爆炸  第二季 The Big Bang Theory Season 2,喜剧,9.4,130498,73.9%,23.1%,2.8%,0.1%,0.0%,美国,1027342,1018262,1000004,1044725,1036309,1036349,1044886,1004618,1048137,1036570,1027174,1000063,1031824,1092374,"https://ia.media-imdb.com/images/M/MV5BMjAxNzM5MDk2MV5BMl5BanBnXkFtZTcwMjE4MzU5MQ@@._V1_UY268_CR37,0,182,268_AL_.jpg"
