,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),3074307,"Yi ban hai shui, yi ban huo yan (2008) ",一半海水一半火焰,剧情,6.5,29584,10.5%,27.9%,43.3%,14.0%,4.4%,香港,1275174,1007401,1275369,1031194,1274279,1313672,1319085,1275152,1274449,1017103,1313369,1274229,"https://ia.media-imdb.com/images/M/MV5BNmQ1ZGRmODEtMmE3Mi00Y2FhLTk2NTgtNWI5ODdiYjJhYmYyXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
